Image_ID,Krank/Gesund,bone_Mean_Hist,bone_Median_Hist,bone_Std_Hist,bone_Skewness_Hist,bone_Kurtosis_Hist,bone_Contrast,bone_Dissimilarity,bone_Homogeneity,bone_Energy,bone_Correlation,bone_Entropy,bone_SRE,bone_LRE,bone_GLU,bone_RLU,bone_RPC,muscle_Mean_Hist,muscle_Median_Hist,muscle_Std_Hist,muscle_Skewness_Hist,muscle_Kurtosis_Hist,muscle_Contrast,muscle_Dissimilarity,muscle_Homogeneity,muscle_Energy,muscle_Correlation,muscle_Entropy,muscle_SRE,muscle_LRE,muscle_GLU,muscle_RLU,muscle_RPC
TU1L_154,1,65.56016540527344,54,42.46939327024992,1.4754703737479948,5.4522585979084335,55.494546568627456,5.620189950980392,0.17544564616274894,0.020276499359340696,0.9846170077613279,11.917862013554844,1.88,137.918,1197.086,24728.861,43.21,71.57354736328125,68,34.26582216034539,0.7168480156451643,3.8515233485613143,68.57621801181104,6.475824311023623,0.14664077379030463,0.018339690280454863,0.970779327085253,11.9113280765594,1.888,81.886,523.491,7055.538,24.213
TU1N_167,0,63.511932373046875,54,40.85264842696713,1.6398640138049745,6.801996741469061,80.63665747549018,6.425597426470588,0.18077656793591448,0.0388518082850275,0.9757557365530405,11.714627685249368,1.922,223.807,1288.799,19939.084,37.182,107.45233154296875,98,48.02705686990815,0.9314893069119532,3.59478836455294,79.0730191929134,6.846026082677167,0.14608319309654344,0.01666997321377239,0.9828835587098442,12.290288890205407,2.03,77.401,501.257,8123.244,25.511
TU1L_224,1,47.04290771484375,43,28.50804997404309,1.8234840788700575,9.981328024501401,45.321308210784316,5.109053308823531,0.1905275563511712,0.02425703810395972,0.9721615895872266,11.270403132848953,1.703,182.483,1368.618,16940.035,36.095,39.54473876953125,36,20.972718756428574,0.8611354381863986,3.688845956196024,52.19137549212598,5.610912893700787,0.16779317884908476,0.025881467089871758,0.9405721506859509,11.009149497057427,1.721,116.947,614.845,4742.229,20.066
TU1L_249,1,25.787338256835938,17,27.11395380023424,0.7424703680800127,2.6311522723838032,43.22591911764706,3.867585784313726,0.4833700540617588,0.3355235781391578,0.970622201981904,8.189905993261467,1.719,1807.614,2146.537,9766.098,21.811,50.27069091796875,48,21.344765837858773,0.7005583956386384,3.880606557682361,84.55038139763779,7.202448326771653,0.13144469925627317,0.022056591339588247,0.9071949390878021,11.42841613396979,1.774,97.723,569.515,5044.694,20.88
TU1R_302,0,65.22969055175781,54,50.566753944000105,1.419123864469424,5.121969559189029,87.39571078431372,6.684712009803921,0.1713152038361319,0.020144172746737726,0.9829036730448911,12.175507799462562,1.966,145.114,1163.507,22454.702,40.487,69.3704833984375,60,36.91371375973782,2.170073902818027,9.062291928129,49.97250246062992,5.3515625,0.17724670723789293,0.024687251495483283,0.9815080389516676,11.29138845332707,1.721,166.186,670.123,4365.695,18.498
TU1R_153,1,66.54066467285156,61,32.34171227650414,1.5105646923960725,6.586160613260386,55.68742340686274,5.699096200980391,0.1707163344940669,0.021678894291235238,0.9733943900595168,11.662426092261004,1.743,125.004,1206.577,21512.795,42.312,82.94036865234375,75,41.028647292985674,1.238549462942774,5.028246187999171,93.7300688976378,7.562253937007875,0.12665261293802824,0.01711343344550988,0.9721361199756764,12.198427789288994,2.03,60.848,468.169,8530.123,26.779
TU1L_223,1,57.72869873046875,56,45.28097574339023,0.7372463492447389,3.378814484517966,49.05566789215686,5.05640318627451,0.21770624896562638,0.029296737832884074,0.9880482586574744,11.503208274894014,1.883,474.757,1478.727,17086.205,32.648,84.6917724609375,83,25.211705484564376,0.6766125718945968,4.02490916041259,62.487389271653534,6.239603838582675,0.1465720640586163,0.02156813536409139,0.9508686390878877,11.462886052860128,1.761,113.985,600.061,4807.72,20.178
TU1L_239,1,67.01228332519531,58,42.105623150041616,0.9115303578726731,3.723680269958446,39.48805147058823,4.715104166666666,0.20778111106072233,0.022220948273347262,0.9888760819561414,11.667622230399633,1.788,276.745,1434.745,17487.711,34.812,102.91552734375,102,27.379896967027353,0.48407829190771084,3.8671031524679154,75.9476500984252,6.85648375984252,0.13527925669916102,0.019882675825094943,0.9492828543547055,11.715297738394494,1.856,81.449,533.144,6064.262,22.959
TU2L_53,0,81.70906066894531,73,44.089190106665605,1.2928508101786176,5.061596824374299,111.2849724264706,8.025995710784313,0.12820610071701882,0.01603473624077847,0.9714234225010985,12.50524000169205,2.095,99.478,1004.484,29748.547,47.466,72.6282958984375,62,37.96980477092464,1.6859403772523154,6.473928752073364,57.387856791338585,5.8376599409448815,0.1617390356672442,0.022177131044504524,0.9799713360316489,11.579254245652171,1.844,124.821,595.679,5447.061,20.769
TU1R_115,0,62.054046630859375,52,56.58725995845906,1.205502928076737,4.213257925984384,77.37431066176472,6.063893995098041,0.25186279601193784,0.09649538360940871,0.9879170901656564,11.567930270571773,2.108,347.337,1199.23,25747.187,40.484,102.25665283203125,93,44.134373018829855,0.8850753436277514,3.488127641016689,79.55247293307086,7.0001845472440944,0.13424859208124768,0.016558252300586437,0.979528781899515,12.252417427232674,1.829,91.586,558.225,5570.147,21.653
TU2L_42,0,73.80586242675781,62,43.552040100955026,1.6881317058634595,6.158979697005776,54.85957414215687,5.497074142156864,0.1814708641919377,0.02153627141236147,0.9855521235547574,11.806567284181119,1.647,220.486,1415.833,15119.344,34.232,60.50054931640625,48,37.698645412125735,1.411347096976236,5.28915846448793,37.18257874015749,4.590305118110236,0.2052043245758614,0.026053353650935668,0.9869247520286767,11.217348532452858,1.612,323.027,832.605,3117.856,14.819
TU1R_198,1,46.0887451171875,34,41.44474549314636,1.0014105965412168,3.8634106080307618,36.10133272058824,4.097196691176472,0.2917217433893213,0.04438787274967281,0.9894657889615198,10.865692711266675,1.586,959.176,1904.245,10402.733,25.247,91.74237060546875,87,29.400821374669615,1.0085970168434069,4.887113541367485,72.75965797244096,6.635150098425197,0.14480209743928138,0.020444201488563154,0.9579802626707832,11.684309818739456,1.677,99.333,589.865,4760.301,20.64
