Image_ID,Krank/Gesund,bone_Mean_Hist,bone_Median_Hist,bone_Std_Hist,bone_Skewness_Hist,bone_Kurtosis_Hist,bone_Contrast,bone_Dissimilarity,bone_Homogeneity,bone_Energy,bone_Correlation,bone_Entropy,bone_SRE,bone_LRE,bone_GLU,bone_RLU,bone_RPC,muscle_Mean_Hist,muscle_Median_Hist,muscle_Std_Hist,muscle_Skewness_Hist,muscle_Kurtosis_Hist,muscle_Contrast,muscle_Dissimilarity,muscle_Homogeneity,muscle_Energy,muscle_Correlation,muscle_Entropy,muscle_SRE,muscle_LRE,muscle_GLU,muscle_RLU,muscle_RPC
TU2R_102,1,39.67543029785156,31,26.46175260944975,1.5305028238193328,5.827942112611357,58.78755906682801,5.496775083501575,0.19626452894782878,0.03021040421932651,0.9579447296614425,10.950681907578952,1.27,468.561,2071.752,7506.667,23.949,65.82000732421875,64,20.6856001912776,0.5162087347584431,3.1584571695433796,110.8651171560196,7.9937863039791175,0.13087699503427722,0.0219594509723939,0.8701285056032396,11.442072868439213,1.293,222.77,829.121,2419.194,14.969
TU1L_219,1,57.27864074707031,47,43.283699576248374,1.2788228442340324,4.426726617371516,209.2006171604958,8.72740712706694,0.16712192163918727,0.023721760395879074,0.9439930894556794,11.997888866461043,1.796,340.769,1574.933,17509.168,33.737,51.72442626953125,43,31.493823009160966,1.3151660628777802,4.689190934143408,206.49986510131305,8.973669806715467,0.1546424668304265,0.022927106942071243,0.8964974601591571,11.632524895183112,1.708,388.677,873.996,3763.719,15.538
TU1R_199,1,35.06797790527344,31,30.638197231801126,0.7524866639674468,3.104042519772046,75.91876317101945,5.571642592392449,0.2710361276801446,0.0619307674263348,0.959608291997868,10.686964679375016,1.466,1450.179,2414.354,6923.027,19.732,59.0545654296875,57,20.42876165819457,0.5443032961063237,3.278685806484395,129.7631196864006,8.68414121593897,0.11697436733869154,0.02121049081107492,0.8436485163286026,11.540004071299437,1.498,177.398,749.28,2915.92,15.922
TU2L_54,0,74.54132080078125,69,39.9918532855445,1.204155818481527,4.9744478427150165,172.20629678190605,8.930212102917329,0.13130998976974168,0.01732405657529771,0.9462983314885867,12.365935217285063,1.675,378.638,1660.105,12143.768,28.772,73.3455810546875,65,33.98011765724578,0.9108851275907465,3.364961345462487,148.5829703339209,8.697583375636118,0.12920712349350355,0.019119749274358694,0.9359995175390927,11.976397981991084,1.527,262.602,837.613,2779.211,14.793
TU1R_111,0,61.075897216796875,53,46.69253884406243,0.7956820217793265,3.1556074402545486,148.56002533582222,7.7288643039939355,0.19170077977727806,0.024460429205983535,0.9659366997813879,12.087980590033336,1.727,486.874,1710.149,12519.892,27.896,115.3896484375,107,37.55756363509924,0.7634753114755638,3.198413590252533,257.37949827855545,11.180649349581051,0.10441722463964061,0.015842295017606093,0.909141424510716,12.470584455014375,1.718,125.003,630.34,4639.832,19.713
TU2N_96,1,59.62019348144531,47,38.674454466519336,1.4816037081279076,4.805632807271243,85.47411836794139,6.464557561995507,0.1690652879585663,0.024261359703944822,0.9711683161398363,11.629736756507139,1.665,1332.541,2346.103,8414.932,20.405,74.8602294921875,69,29.253826628464708,1.7792843101431777,7.909734200937006,313.1395000368435,11.843045232966583,0.10339095385058589,0.019334663571096266,0.8182176740341912,11.9603095851325,1.886,132.344,602.852,5579.755,20.87
TU2R_47,0,59.67291259765625,51,43.61610344695731,1.6659290383995067,6.034484283667052,130.58522344172013,7.575775452951149,0.1631273965185503,0.02223740322337054,0.9656379296943504,11.95114006691255,1.566,288.752,1619.796,11885.23,29.664,75.41693115234375,60,46.17034350205551,1.4326916997392047,4.6819532743174594,123.63966605669066,7.794132342171611,0.14586662804867734,0.020368313210330995,0.970977785891586,11.945488319245007,1.348,334.701,937.405,2194.479,13.087
TU1L_218,1,52.41081237792969,43,39.67232475820409,1.547942481058417,5.613432877078059,187.626518841937,8.167463010020603,0.17655901213462596,0.024599725756707772,0.9404335307856936,11.78651752000654,1.766,554.086,1810.791,14718.039,29.457,55.45166015625,50,27.121473474274147,2.140842433625795,9.213437107264458,155.60182224662623,8.406650942208794,0.14475406954075337,0.025224772935697512,0.8919335005513925,11.292223784770353,1.532,432.52,895.721,3043.701,14.849
TU2L_151,0,54.232269287109375,44,33.53252469402235,1.5242118471014465,5.778161555115359,166.32567852510286,8.933771265859454,0.12963907031741925,0.020423835931307675,0.9262424157753315,12.023610233851667,1.577,400.731,1767.155,11256.507,27.953,46.36248779296875,36,34.264517218218685,2.271962099165723,8.724679707801045,163.8745508623996,8.571442912417865,0.144108881203237,0.025127512220496865,0.9306408326172156,11.388166644725771,1.575,375.921,878.451,3137.201,14.657
TU1L_243,1,46.17988586425781,49,40.944662259154974,0.4527840145924675,2.093569480131951,71.62375869557762,5.141250555675833,0.302462726196449,0.07222121141338629,0.9786551742426279,10.417589253958866,1.533,1997.686,2683.411,6489.442,17.786,72.77264404296875,71,14.438679645775567,0.6115593995004533,3.8995303388679825,69.58614372307053,6.419864960823755,0.15260227768506146,0.028813302367206018,0.832491020309301,10.684739222901268,1.527,577.482,1130.131,1744.472,10.385
